NOS file name,Developing organisation as per ActiveIS,Developing organisation extracted from pdf
cogss9.pdf,opito,cogent
cogto1.pdf,opito,cogent
cogto2.pdf,opito,cogent
cogto3.pdf,opito,cogent
cogto4.pdf,opito,cogent
cogto5.pdf,opito,cogent
cogto6.pdf,opito,cogent
cogto7.pdf,opito,cogent
cogto8.pdf,opito,cogent
cosbimd21.1.pdf,construction skills,empty
cs2 maintain registers and use of common sealsc.pdf,skills cfa,cfa business skills @ work
cs3 plan organise and conduct governing body and committee meetingssc.pdf,skills cfa,cfa business skills @ work
cs4 plan organise and conduct general meetingssc.pdf,skills cfa,cfa business skills @ work
cs5 communicate with key stakeholders.pdf,skills cfa,cfa business skills @ work
eciipsm02.pdf,ecitb,empty
gov 1 define the remit of a governing body.pdf,skills cfa,cfa business skills @ work
gov10 comply with the organisation’s legal responsibilities.pdf,skills cfa,cfa business skills @ work
gov12 manage relationships with stakeholders.pdf,skills cfa,cfa business skills @ work
gov13 provide information to user groups.pdf,skills cfa,cfa business skills @ work
gov2 define the composition of the governing body.pdf,skills cfa,cfa business skills @ work
gov3 appoint and oversee governing body.pdf,skills cfa,cfa business skills @ work
gov4 organise governing body meetings.pdf,skills cfa,cfa business skills @ work
gov5 monitor the performance of the governing body.pdf,skills cfa,cfa business skills @ work
gov6 determine and review the organisation’s purpose vision and values.pdf,skills cfa,cfa business skills @ work
gov7 determine the organisation’s strategyand its approach to risk.pdf,skills cfa,cfa business skills @ work
"gov8 ensure the organisation’s structure, resource allocation and remuneration systems align with its strategy.pdf",skills cfa,cfa business skills @ work
"gov9 establish and seek assurance that internal control, management and compliance procedures are in place.pdf",skills cfa,cfa business skills @ work
lanh53.pdf,lantra,empty
lsiyw3.3.3 v2.pdf,skillseffect,skills third sector
pplrec01  prepare to undertake duties.pdf,semta,people 1st
pplrec02  contribute to the security of the work environment in the rail industry.pdf,semta,people 1st
pplrec03  obtain and communicate information in the rail engineering industry.pdf,semta,people 1st
pplrec04  maintain effective working relationships with colleagues in the rail engineering industry.pdf,semta,people 1st
pplrec05  maintain and develop your knowledge understanding and skills in the rail engineering industry.pdf,semta,people 1st
pplrec06  plan for further professional development in the rail engineering industry.pdf,semta,people 1st
pplrec07  working in a rail engineering environment.pdf,semta,people 1st
pplrec08  support learners by mentoring  in the rail engineering workplace.pdf,semta,people 1st
pplrec09  support learners by coaching in the rail engineering workplace.pdf,semta,people 1st
pplrec10  contribute to safe working practices in the rail engineering industry.pdf,semta,people 1st
pplreep01  carry out maintenance on electrification and plant equipment and components.pdf,semta,people 1st
pplreep02  carry out maintenance on electrification and plant assets.pdf,semta,people 1st
pplreep03  establish the operational condition of electrification and plant assets.pdf,semta,people 1st
pplreep04  assist in preventative and corrective maintenance of traction cabling systems.pdf,semta,people 1st
pplreep05  carry out preventative and corrective maintenance of traction cabling systems.pdf,semta,people 1st
pplreep06  carry out installation of electrification and plant equipment and components.pdf,semta,people 1st
pplreep07  carry out installation of electrification and plant assets.pdf,semta,people 1st
pplreep08  plan electrification and plant engineering activities.pdf,semta,people 1st
pplreep09  transfer responsibility of electrification and plant equipment and components.pdf,semta,people 1st
pplreep10  assist in preparing resources for electrification and plant engineering activities.pdf,semta,people 1st
pplreep11  allocate and monitor resources for electrification and plant engineering activities.pdf,semta,people 1st
pplreep12  restore the contact systems to operational condition in the rail engineering industry.pdf,semta,people 1st
pplreep13  carry out technical assessment of electrification and plant.pdf,semta,people 1st
pplreep14.pdf,semta,people 1st
pplreep15  isolate and earth contact systems to meet defined isolation requirements in the rail engineering industry.pdf,semta,people 1st
pplrep01l.pdf,semta,people 1st
pplrep02l.pdf,semta,people 1st
pplrep03l.pdf,semta,people 1st
pplrep04l.pdf,semta,people 1st
pplrep05l.pdf,semta,people 1st
pplrep06l.pdf,semta,people 1st
pplrep07l.pdf,semta,people 1st
pplrep08l.pdf,semta,people 1st
pplrep09l.pdf,semta,people 1st
pplrep10l.pdf,semta,people 1st
pplrep11l.pdf,semta,people 1st
pplrep12l.pdf,semta,people 1st
pplrep13l.pdf,semta,people 1st
pplrep14l.pdf,semta,people 1st
pplrep15l.pdf,semta,people 1st
pplrep16l.pdf,semta,people 1st
pplrep17l.pdf,semta,people 1st
pplrep18l.pdf,semta,people 1st
pplrep19l.pdf,semta,people 1st
pplrep20l.pdf,semta,people 1st
pplrep21l.pdf,semta,people 1st
pplrep22l.pdf,semta,people 1st
pplrep23l.pdf,semta,people 1st
pplrep24l.pdf,semta,people 1st
pplrep25l.pdf,semta,people 1st
pplrep26l.pdf,semta,people 1st
pplrep27l.pdf,semta,people 1st
pplrep28l.pdf,semta,people 1st
pplrep29l.pdf,semta,people 1st
pplrep30l.pdf,semta,people 1st
pplrep31l.pdf,semta,people 1st
pplrep32l.pdf,semta,people 1st
pplrep33l.pdf,semta,people 1st
pplrep34l.pdf,semta,people 1st
pplrep35l.pdf,semta,people 1st
pplres01  establish information for signal engineering maintenance and or faultfinding.pdf,semta,people 1st
pplres02  establish information for signal engineering installation.pdf,semta,people 1st
pplres03  establish information for signal engineering testing.pdf,semta,people 1st
pplres04  plan signal maintenance testing activities.pdf,semta,people 1st
pplres05  determine requirements for safe access to work locations for signal engineering.pdf,semta,people 1st
pplres06  allocate and monitor resources for signal engineering activities.pdf,semta,people 1st
pplres07  reinstate the work area after signal engineering activities.pdf,semta,people 1st
pplres08  assist in the installation of signalling equipment.pdf,semta,people 1st
pplres09  carry out installation of signalling assets.pdf,semta,people 1st
pplres10  assist in planned maintenance of signalling equipment.pdf,semta,people 1st
pplres11  carry out planned maintenance of signalling assets.pdf,semta,people 1st
pplres12  adjust signalling components and equipment to meet operational requirements.pdf,semta,people 1st
pplres13  assist in the removal of signalling equipment.pdf,semta,people 1st
pplres14  carry out removal of components from signalling assets.pdf,semta,people 1st
pplres15  assist in the replacement of signalling equipment.pdf,semta,people 1st
pplres16  carry out the replacement of components from signalling assets.pdf,semta,people 1st
pplres17  assist in establishing compliance with specifications for signalling equipment.pdf,semta,people 1st
pplres18  establish compliance with specifications for signalling assets.pdf,semta,people 1st
pplres19  conduct specified testing of signalling systems.pdf,semta,people 1st
pplres20  conduct maintenance testing of signalling assets.pdf,semta,people 1st
pplres21  conduct specific testing of signalling electronic equipment.pdf,semta,people 1st
pplres22  diagnose faults in signalling assets.pdf,semta,people 1st
pplres23  transfer responsibility of signalling assets.pdf,semta,people 1st
pplres24  contribute to technical leadership of signal engineering activities.pdf,semta,people 1st
pplres25  organise local signal engineering activities.pdf,semta,people 1st
pplret01  establish information for telecoms engineering maintenance and or faultfinding.pdf,semta,people 1st
pplret02  establish information for telecoms engineering installation.pdf,semta,people 1st
pplret03  establish information for telecoms engineering testing.pdf,semta,people 1st
pplret04  plan telecoms maintenance testing activities.pdf,semta,people 1st
pplret05  determine requirements for the safe access to work locations for telecoms engineering.pdf,semta,people 1st
pplret06  allocate and monitor resources for telecoms engineering activities.pdf,semta,people 1st
pplret07  reinstate the work area after telecoms engineering activities.pdf,semta,people 1st
pplret08  assist in the installation of telecoms equipment.pdf,semta,people 1st
pplret09  carry out installation of telecoms assets.pdf,semta,people 1st
pplret10  assist in planned maintenance of telecoms equipment.pdf,semta,people 1st
pplret11  carry out planned maintenance of telecoms assets.pdf,semta,people 1st
pplret12  adjust telecoms components and equipment to meet operational requirements.pdf,semta,people 1st
pplret13  assist in the removal of telecoms equipment.pdf,semta,people 1st
pplret14  carry out removal of components from telecoms assets.pdf,semta,people 1st
pplret15  assist in the replacement of telecoms equipment.pdf,semta,people 1st
pplret16  carry out replacement of  components from telecoms assets.pdf,semta,people 1st
pplret17  assist with tests and checks of telecoms equipment.pdf,semta,people 1st
pplret18  establish compliance with specifications for maintainedtelecoms assets.pdf,semta,people 1st
pplret19  establish compliance with specifications for newly installed telecoms assets.pdf,semta,people 1st
pplret20  conduct specified testing of telecoms systems.pdf,semta,people 1st
pplret21  diagnose faults in telecoms assets.pdf,semta,people 1st
pplret22  transfer responsibility of telecoms assets.pdf,semta,people 1st
pplret23  contribute to technical leadership of telecoms engineering activities.pdf,semta,people 1st
pplret24  organise local telecoms engineering activities.pdf,semta,people 1st
pplretrs01  identify and deal with defects and discrepancies in trs.pdf,semta,people 1st
pplretrs02  carry out routine adjustments to traction and rolling stock.pdf,semta,people 1st
pplretrs03  carry out checks and tests to confirm that traction and rolling stock assets.pdf,semta,people 1st
pplretrs04  carry out planned maintenance of trs assets.pdf,semta,people 1st
pplretrs05  undertake the removal and replacement of trs components.pdf,semta,people 1st
pplretrs06  prepare and move trs assets components and equipment.pdf,semta,people 1st
pplretrs07  modify tsr components using tools.pdf,semta,people 1st
pplretrs08  overhaul trs components.pdf,semta,people 1st
pplretrs09  identify and assess defects and discrepancies in trs assets.pdf,semta,people 1st
pplretrs10  establish compliance with trs specifications.pdf,semta,people 1st
pplretrs11  diagnose faults in trs assets.pdf,semta,people 1st
pplretrs12  plan trs engineering activities.pdf,semta,people 1st
pplretrs13  allocate and supervise trs engineering resources.pdf,semta,people 1st
pplretrs14  supervise the movement of traction and rolling stock assets components and equipment.pdf,semta,people 1st
pplretrs15  diagnose faults in ancillary systems in trs.pdf,semta,people 1st
pplretrs16  install and test trs assets and components.pdf,semta,people 1st
pplretrs17  accept and return responsibility for the control of trs assets.pdf,semta,people 1st
pplretrs18  provide operational support to users of trs.pdf,semta,people 1st
prowpf17l.pdf,proskills,nsafd
semlab2_01.pdf,cogent,semta
semlab2_02.pdf,cogent,semta
semlab2_03.pdf,cogent,semta
semlab2_04.pdf,cogent,semta
semlab2_05.pdf,cogent,semta
semlab2_06.pdf,cogent,semta
semlab2_07.pdf,cogent,semta
semlab2_08.pdf,cogent,semta
semlab2_09.pdf,cogent,semta
semlab2_10.pdf,cogent,semta
semlab2_11.pdf,cogent,semta
semlab2_12.pdf,cogent,semta
semlab2_13.pdf,cogent,semta
semlab2_14.pdf,cogent,semta
semlab2_15.pdf,cogent,semta
semlab2_17.pdf,cogent,semta
semlab2_18.pdf,cogent,semta
semlab2_19.pdf,cogent,semta
semlabs3_03.pdf,cogent,semta
semlabs3_04.pdf,cogent,semta
semlabs3_05.pdf,cogent,semta
semlabs3_06.pdf,cogent,semta
semlabs3_07.pdf,cogent,semta
semlabs3_08.pdf,cogent,semta
semlabs3_09.pdf,cogent,semta
semlabs3_10.pdf,cogent,semta
semlabs3_11.pdf,cogent,semta
semlabs3_12.pdf,cogent,semta
semlabs3_13.pdf,cogent,semta
semlabs3_14.pdf,cogent,semta
semlabs3_16.pdf,cogent,semta
semlabs3_17.pdf,cogent,semta
semlabs3_18.pdf,cogent,semta
semlabs3_19.pdf,cogent,semta
semlabs3_20.pdf,cogent,semta
semlabs3_21.pdf,cogent,semta
semlabs3_22.pdf,cogent,semta
semlabs3_23.pdf,cogent,semta
semlabs4_03.pdf,cogent,semta
semlabs4_04.pdf,cogent,semta
semlabs4_05.pdf,cogent,semta
semlabs4_06.pdf,cogent,semta
semlabs4_07.pdf,cogent,semta
semlabs4_08.pdf,cogent,semta
semlabs4_09.pdf,cogent,semta
semlabs4_10.pdf,cogent,semta
semlabs4_11.pdf,cogent,semta
semlabs4_12.pdf,cogent,semta
semlata205.pdf,cogent,semta
semlata308.pdf,cogent,semta
semlata404.pdf,cogent,semta
sempeo117.pdf,semta,improve
sfj ab5.pdf,skillseffect,skills third sector
sfj hf7.pdf,skills cfa,cfa business skills @ work
sfjrm4.pdf,skills for justice,government skills
sfta3.pdf,skillseffect,skills third sector
sfta4.pdf,skillseffect,skills third sector
sfta5.pdf,skillseffect,skills third sector
sftag19.pdf,skillseffect,skills third sector
sftc1.pdf,skillseffect,skills third sector
sftc10.pdf,skillseffect,skills third sector
sftc11.pdf,skillseffect,skills third sector
sftc12.pdf,skillseffect,skills third sector
sftc13.pdf,skillseffect,skills third sector
sftc14.pdf,skillseffect,skills third sector
sftc2.pdf,skillseffect,uk workforce hub
sftc3.pdf,skillseffect,skills third sector
sftc4.pdf,skillseffect,skills third sector
sftc5.pdf,skillseffect,skills third sector
sftc6.pdf,skillseffect,skills third sector
sftc7.pdf,skillseffect,skills third sector
sftc8.pdf,skillseffect,skills third sector
sftc9.pdf,skillseffect,uk workforce hub
sftdw1.pdf,skillseffect,skills third sector
sftdw10.pdf,skillseffect,skills third sector
sftdw12.pdf,skillseffect,skills third sector
sftdw13.pdf,skillseffect,skills third sector
sftdw14.pdf,skillseffect,skills third sector
sftdw15.pdf,skillseffect,skills third sector
sftdw16.pdf,skillseffect,skills third sector
sftdw17.pdf,skillseffect,skills third sector
sftdw2.pdf,skillseffect,skills third sector
sftdw3.pdf,skillseffect,skills third sector
sftdw4.pdf,skillseffect,skills third sector
sftdw5.pdf,skillseffect,skills third sector
sftdw6.pdf,skillseffect,skills third sector
sftdw7.pdf,skillseffect,skills third sector
sftdw8.pdf,skillseffect,skills third sector
sftdw9.pdf,skillseffect,skills third sector
sftf1.pdf,skillseffect,skills third sector
sftf10.pdf,skillseffect,skills third sector
sftf11.pdf,skillseffect,skills third sector
sftf12.pdf,skillseffect,skills third sector
sftf13.pdf,skillseffect,skills third sector
sftf14.pdf,skillseffect,skills third sector
sftf15.pdf,skillseffect,skills third sector
sftf16.pdf,skillseffect,skills third sector
sftf17.pdf,skillseffect,skills third sector
sftf18.pdf,skillseffect,skills third sector
sftf19.pdf,skillseffect,skills third sector
sftf2.pdf,skillseffect,skills third sector
sftf20.pdf,skillseffect,skills third sector
sftf21.pdf,skillseffect,skills third sector
sftf22.pdf,skillseffect,skills third sector
sftf23.pdf,skillseffect,skills third sector
sftf25.pdf,skillseffect,skills third sector
sftf27.pdf,skillseffect,skills third sector
sftf3.pdf,skillseffect,skills third sector
sftf4.pdf,skillseffect,skills third sector
sftf5.pdf,skillseffect,skills third sector
sftf6.pdf,skillseffect,skills third sector
sftf7.pdf,skillseffect,skills third sector
sftf8.pdf,skillseffect,skills third sector
sftf9.pdf,skillseffect,skills third sector
sftfx2.pdf,skillseffect,skills third sector
sftfx3.pdf,skillseffect,skills third sector
sftmva1.pdf,skillseffect,skills third sector
sftmva2.pdf,skillseffect,skills third sector
sftmvb1.pdf,skillseffect,skills third sector
sftmvb2.pdf,skillseffect,skills third sector
sftmvc1.pdf,skillseffect,skills third sector
sftmvc2.pdf,skillseffect,skills third sector
sftmvc3.pdf,skillseffect,skills third sector
sftmvc4.pdf,skillseffect,skills third sector
sftmvc5.pdf,skillseffect,skills third sector
sftmvd1.pdf,skillseffect,skills third sector
sftmvd2.pdf,skillseffect,skills third sector
sftmvd3.pdf,skillseffect,skills third sector
sftmvd4.pdf,skillseffect,skills third sector
sftmvd5.pdf,skillseffect,skills third sector
sftmvd6.pdf,skillseffect,skills third sector
sftmvd7.pdf,skillseffect,skills third sector
sftmvd8.pdf,skillseffect,skills third sector
sftmve1.pdf,skillseffect,skills third sector
sftmve2.pdf,skillseffect,skills third sector
sftmve3.pdf,skillseffect,skills third sector
sftmve4.pdf,skillseffect,skills third sector
sftmve5.pdf,skillseffect,skills third sector
sftmve6.pdf,skillseffect,skills third sector
sftmvf1.pdf,skillseffect,skills third sector
sftmvf10.pdf,skillseffect,skills third sector
sftmvf11.pdf,skillseffect,skills third sector
sftmvf3.pdf,skillseffect,skills third sector
sftmvf4.pdf,skillseffect,skills third sector
sftmvf5.pdf,skillseffect,skills third sector
sftmvf6.pdf,skillseffect,skills third sector
sftmvf7.pdf,skillseffect,skills third sector
sftmvf8.pdf,skillseffect,uk workforce hub
sftmvf9.pdf,skillseffect,skills third sector
sftt1.pdf,skillseffect,skills third sector
sftt2.pdf,skillseffect,skills third sector
sftt3.pdf,skillseffect,skills third sector
sftt4.pdf,skillseffect,skills third sector
skaah19.pdf,skillsactive,habia
skaah21.pdf,skillsactive,habia
skaah33.pdf,skillsactive,habia
skaah34.pdf,skillsactive,habia
skaath19.pdf,skillsactive,habia
skaath28.pdf,skillsactive,skillsadvice
skab34.pdf,skillsactive,habia
skab35.pdf,skillsactive,habia
skab36.pdf,skillsactive,habia
skab37.pdf,skillsactive,habia
skab38.pdf,skillsactive,habia
skabt09b15.pdf,skillsactive,habia
skag17 (2).pdf,skillsactive,habia
skag19 (2).pdf,skillsactive,habia
skagh13 (2).pdf,skillsactive,habia
skagh20 (2).pdf,skillsactive,habia
skagh20.pdf,skillsactive,habia
skagh24.pdf,skillsactive,habia