,precast and prestressed concrete operations,precast concrete operations,stop0,"fenestration, installation and surveying",glazing,stop1,heating and ventilating,plumbing and domestic heating,refrigeration and air conditioning,stop2,constructing capital plant steel structures erecting,fabricating steel structures plating,"installation, testing and commissioning of electrical systems and equipment plant",installing plant and systems mechanical,installing plant and systems pipefitting,maintaining plant and systems electrical,maintaining plant and systems instrument and controls,maintaining plant and systems mechanical,monitoring engineering construction activities,supporting activities in engineering construction,stop3,welding pipework,welding plate and pipework,welding supervision,stop4,performing engineering operations suite 1 2006,performing engineering operations suite 2 2006,stop5,design and draughting,engineering and manufacture suite 4,engineering leadership and management suite 3,engineering leadership and management suite 4,engineering leadership and management suite 5,engineering leadership suite 3,engineering technical support suite 2 2007,engineering technical support suite 3 2009,stop6,rail engineering,rail engineering signalling suite 2,rail engineering signalling suite 3,rail engineering telecoms suite 2,rail engineering telecoms suite 3,stop7,ensuring the compliance of electrical installation work in dwellings with the building regulations england and wales,rail engineering overhead line equipment construction suite 2,rail engineering overhead line equipment construction suite 3,stop8,electrical and electronic servicing,engineering maintenance and installation suite 2 2008,engineering maintenance suite 3 2008,installation and commissioning suite 3,installation and commissioning suite 3 2003,rail engineering traction and rolling stock suite 2,rail engineering traction and rolling stock suite 3,stop9,aeronautical engineering suite 2,aeronautical engineering suite 3,stop10,composite engineering suite 2,composite engineering suite 3,stop11,electrical and electronic engineering suite 3,electrical and electronic engineering suite 3 2004,stop12,automotive engineering suite 3,engineering toolmaking level 3,engineering toolmaking suite 3,engineering toolmaking suite 3 2005,"engineering woodworking, pattern and model making suite 3 2002",fabrication and welding engineering suite 3,fabrication and welding suite 2,marine engineering,marine engineering suite 2,marine engineering suite 3,mechanical manufacturing engineering suite 2 2008,mechanical manufacturing engineering suite 3 2008,performing engineering operations suite 1,performing engineering operations suite 2,stop13,engineered wood,woodmachining construction sawmilling extrusion furniture,stop14,construction diving operations,controlling lifting operations construction,stop15,construction plant or machinery maintenance,demolition construction,plant installation construction,plant operations construction,plant operations extractives,road building and maintenance,treatment processing and control in the water industry,stop16,sport and play surfaces level 2,sport and play surfaces level 3,stop17,pension scheme trusteeship,pension trustee board secretaryship,secretary to the trustees of pension funds,trustee and management committee,stop18,mechanical fire protection,securing void properties,stop19,paraplanning,providing advice on securities or derivatives in the non retail market,providing advice on securities or derivatives in the retail market,providing financial advice and financial planning,stop20,investment operations,investment strategy and management,stop21,general insurance,general takaful,insurance technicians supervisors,london market,stop22,credit management,financing and credit,stop23,bank accounts,customer payments for financial products and services,"life, pensions and investments",stop24,engineering maintenance in food manufacture,food business operational management,food business strategic leadership,hospitality management,hospitality supervision and leadership,production management,supply chain management,stop25,combined working practices,polymer processing and related operations,stop26,directors,live events and promotions management,production accounting,senior producers,stop27,harbour masters,supervision of port operations,stop28,electricity network control engineer,gas network construction,gas networks engineering management,leakage detection and control,multi utility network construction,network construction operations,utilities network planning and management,utility infrastructure management,stop29,"inspectors of health, social care, children and young peoples services",leadership and management for care services,long term conditions case management,stop30,building services engineering technology and project management,built environment design and consultancy practice,construction contracting operations management,construction senior management,construction site management,construction site supervision,electrotechnical services electrotechnical technology and project management,industrial design,integrated logistic support ils management suite 4 2003,occupational work supervision construction,"project control, estimating, planning and cost engineering",project management,site inspection,stop31,fibreboard operations,multi utility management skills,stop32,leisure management,leisure management l3 2005,managing sport and active leisure 2006,outdoor sector senior roles,stop33,building products leadership,emergency fire services management,expedition leadership and management,financial services core competences,"health, safety and environmental management in the extractive and mineral processing industries",management and leadership,managing in road passenger transport,professional skills for government psg,watch management,stop34,cctv strategic and operational management,security management,stop35,branch management and business and customer commercial relationship management,financial services sales process,land based operations,stop36,temporary traffic management construction,traffic management,stop37
0,precast,precast,-,window,glaze,-,ventilate,plumbing,accessory,-,steel,weld,isolation,engineering,pipework,plant,instrument,plant,construction,engineering,-,mma,weld,weld,-,engineering,act,-,engineering,improvement,drawing,engineering,engineering,engineering,engineering,program,-,riddor,signal,signal,telecom,telecom,-,installation,steelwork,steelwork,-,fault,installation,fault,installation,installation,traction,traction,-,aircraft,aircraft,-,moulding,moulding,-,circuit,circuit,-,vehicle,try,machine,machine,machine,weld,weld,weld,yacht,marine,machine,machine,assembly,machine,-,wood,wood,-,dive,lift,-,machinery,demolition,plant,machinery,plant,machinery,treatment,-,foundation,surface,-,trustee,trustee,trustee,trustee,-,fire,solution,-,client,client,client,client,-,investor,portfolio,-,claims,claims,insurance,market,-,credit,financing,-,customer,payment,pension,-,food,drink,drink,food,staff,food,chain,-,fault,processing,-,production,venue,production,production,-,port,port,-,network,excavation,network,network,excavation,apparatus,network,apparatus,-,scrutiny,provision,wellbeing,-,project,project,contract,project,project,demolition,project,simulation,il,machinery,project,project,project,-,feedback,member,-,sport,customer,sport,outdoor,-,workforce,project,describe,assistance,improvement,stakeholder,project,customer,member,-,disaster,confidentiality,-,customer,business,business,-,traffic,road,-
1,manufacturing,accord,-,glaze,glass,-,accessory,water,pump,-,engineering,fabrication,cable,machine,engineering,reinstate,engineering,engineering,engineering,construction,-,tig,appreciation,welding,-,development,engineering,-,document,engineering,computer,solution,research,research,cad,software,-,track,etcs,etcs,railway,railway,-,dwell,direction,installation,-,customer,fault,servicing,commissioning,commissioning,roll,roll,-,moulding,aviation,-,mould,defect,-,assembly,cad,-,assembly,press,workholding,program,model,welding,machine,machine,boat,overhaul,setter,spring,weld,program,-,production,machinery,-,jet,welfare,-,plant,segregation,dismantle,plant,avoid,plant,plant,-,sport,sport,-,scheme,scheme,pension,charity,-,solution,property,-,planner,derivative,firm,investment,-,investment,investment,-,claim,holder,claims,insurance,-,customer,credit,-,accounts,customer,payment,-,drink,food,food,beverage,food,production,food,-,production,polymer,-,producer,production,expenditure,contributor,-,marine,vessel,-,engineering,network,utility,valve,network,excavation,utility,utility,-,inspection,child,carers,-,building,synthesis,tender,tender,machinery,tunnel,tender,project,project,plant,cost,stakeholder,inspection,-,member,utility,-,community,strategy,leisure,sector,-,building,implementation,stakeholder,colleague,industry,manage,stakeholder,stakeholder,objective,-,recovery,asset,-,business,agency,law,-,management,traffic,-
2,ppe,manufacturing,-,installation,glazing,-,weld,heat,heat,-,load,reinstate,enclosure,plant,reinstate,engineering,reinstate,asset,drawing,onshore,-,root,join,engineering,-,dress,occurrence,-,convention,lead,software,drawing,evaluation,directive,inspection,engineering,-,haswa,train,train,bearer,bearer,-,dwelling,installation,ole,-,precaution,device,circuit,device,commission,installation,stock,-,assembly,engine,-,resin,resin,-,inductor,compliance,-,engine,die,workpiece,workholding,program,machine,welding,gas,marine,installation,machining,workpiece,welding,assembly,-,pick,machine,-,lift,load,-,occupation,recycle,installation,occupation,official,operator,sample,-,example,textile,-,pension,pension,scheme,board,-,customer,client,-,goal,firm,derivative,tax,-,market,fund,-,insurance,claim,claim,claims,-,payment,facility,-,till,query,request,-,fault,business,business,menu,customer,manufacture,drink,-,show,production,-,designer,theatre,cash,talent,-,master,customer,-,asset,apparatus,engineering,trace,utility,network,sector,proposal,-,child,worker,individual,-,engineering,stakeholder,project,synthesis,plant,contractor,workforce,scenario,customer,welfare,estimate,management,synthesis,-,show,manner,-,facility,sales,strategy,sport,-,improvement,development,colleague,development,implementation,sector,customer,project,ability,-,cctv,disaster,-,development,promote,reputation,-,motorway,tunnel,-
3,efficiency,occur,-,glass,installation,-,heating,appliance,pressure,-,reinstate,steel,installation,construction,installation,installation,installation,reinstate,technician,shipyard,-,join,welding,consumables,-,act,injury,-,option,research,cad,computer,decommissioning,assist,program,computer,-,asset,track,track,gsm,circuit,-,wire,ole,wire,-,reception,assist,replace,commission,device,stock,fault,-,coat,overhaul,-,production,mould,-,transformer,manufacture,-,leisure,machine,device,workpiece,pattern,plate,cut,marine,surface,yacht,accuracy,program,cut,circuit,-,saw,tooling,-,jetting,lifting,-,programme,segregate,crane,programme,occupation,occupation,processing,-,substructure,play,-,employer,fund,investment,community,-,installation,installation,-,solution,advice,investment,solution,-,transaction,client,-,insurer,renewal,client,quotation,-,query,customer,-,transaction,entry,investment,-,instrumentation,delegate,strategy,staff,hospitality,drink,logistics,-,run,sort,-,director,project,payment,script,-,vessel,casualty,-,belongs,gas,asset,water,apparatus,candidate,energy,infrastructure,-,abuse,manage,patient,-,tender,evaluation,construction,stakeholder,contractor,plant,contractor,interaction,sow,vehicle,engineering,phrase,stakeholder,-,opportunity,supervise,-,staff,sell,evaluate,stakeholder,-,stakeholder,stakeholder,member,caller,recommendation,evaluate,equality,sector,development,-,strategy,business,-,banking,customer,decide,-,carriageway,incident,-
4,state,obligation,-,door,cut,-,ductwork,heating,implementing,-,section,assembly,engineering,fitter,construction,onshore,shipyard,hvac,relations,load,-,weld,welder,parent,-,relationship,fire,-,designer,directive,modification,resolve,review,computer,modify,machine,-,rule,installation,swl,installation,gsm,-,cable,wire,section,-,diagnosis,circuit,diagnosis,fault,fault,fluid,replace,-,aviation,wing,-,cure,machine,-,coil,film,-,moulding,prove,program,device,machining,joint,plate,welding,installation,boat,cnc,overhaul,machine,weld,-,difficulty,aid,-,lance,suspend,-,consumables,disposal,relationship,load,sustain,programme,instrumentation,-,skac,grass,-,investment,investment,fund,mission,-,quotation,cost,-,colleague,investment,competency,recommendation,-,fund,asset,-,renewal,contract,party,amendment,-,dispute,accounts,-,bank,transaction,alteration,-,haccp,productivity,culture,manage,drink,changeover,goods,-,fibreboard,sample,-,contributor,rig,claims,budget,-,stakeholder,diversity,-,electricity,construction,client,hygiene,construction,construction,asset,locate,-,adult,abuse,term,-,consultant,contract,management,tenderers,programme,machinery,labour,stakeholder,tender,project,uncertainty,context,verify,-,suggestion,job,-,participation,face,driver,programme,-,industry,member,sector,role,manager,decision,diversity,diversity,events,-,business,vulnerability,-,lending,sales,advice,-,remove,vehicle,-
5,package,operating,-,fire,customer,-,pipework,accessory,air,-,installation,engineering,plant,reinstate,drawing,shipyard,inside,onshore,perform,inside,-,cap,oxidation,welder,-,help,malfunction,-,catalogue,sigma,copy,scheduling,implementation,decommissioning,machine,programming,-,engineering,swl,ssow,circuit,cctv,-,day,renewal,wiring,-,appliance,repair,installation,connection,connection,isolation,cable,-,mould,fastener,-,fibre,consumables,-,precaution,precaution,-,installation,mould,grind,press,assembly,arc,section,fault,coat,weld,lens,assembly,surface,device,-,treatment,programme,-,occupation,occupation,-,replace,machinery,machinery,requisition,load,ironwork,water,-,surface,prefabricate,-,interest,asset,sfp,trust,-,commission,party,-,bespoke,competency,advice,advice,-,stakeholder,currency,-,customer,business,business,client,-,debt,business,-,banking,pay,life,-,installation,feedback,development,customer,wine,improvement,model,-,machine,version,-,studio,describe,budget,producer,-,traffic,member,-,meeting,employer,setback,section,gas,highway,stakeholder,instal,-,provider,outcome,intervention,-,client,client,synthesis,cost,welfare,conservation,client,implementation,management,deviation,opportunity,group,development,-,period,conflict,-,agency,sport,development,leisure,-,evaluate,objective,explain,job,contribute,feedback,budget,inclusion,feedback,-,client,threat,-,strategy,offer,benefit,-,road,caller,-
6,accord,relating,-,glazing,infill,-,industry,building,management,-,move,section,disconnection,drawing,onshore,inside,tunnel,engine,culture,tunnel,-,fill,reinstate,onshore,-,competence,event,-,draught,project,title,manufacture,assurance,resolve,model,cnc,-,traction,ssow,leader,cctv,riddor,-,building,bond,bond,-,module,fluid,cable,instal,instal,'lifed,isolation,-,servicing,flight,-,surface,sheer,-,film,checking,-,device,assembly,press,grind,wood,section,gas,thread,paint,machine,production,device,circuit,cable,-,efficiency,occupation,-,programme,machinery,-,quantity,dismantle,lift,surround,shut,lay,shut,-,excavation,undercarriage,-,deed,contribution,funding,functioning,-,sprinkler,audit,-,performing,obligation,market,attitude,-,client,sector,-,settlement,provider,term,insurer,-,timescales,decision,-,laundering,accounts,customer,-,replace,colleague,colleague,hospitality,feedback,manage,theory,-,contribute,stock,-,performer,performer,accounting,funding,-,manage,passenger,-,commission,highway,professionalism,meter,designate,approve,project,construct,-,agency,lead,community,-,contractor,business,survey,evaluation,improvement,restoration,manage,aim,contract,maker,competence,individual,maker,-,individual,multi,-,plant,implementing,obstacle,colleague,-,culture,incident,budget,objective,aspect,perform,colleague,equality,element,-,development,stakeholder,-,target,opportunity,cycling,-,install,network,-
7,aid,machinery,-,conservatory,industry,-,air,industry,industry,-,erect,onshore,wire,installation,shape,tunnel,explosive,repair,uphold,plant,-,steel,segregation,configuration,-,tidy,aiders,-,rule,fault,aid,installation,authorise,client,flaw,save,-,working,haswa,railway,riddor,fault,-,accessory,registration,earthing,-,installation,isolation,device,fluid,fluid,device,lock,-,cable,remove,-,tooling,sheraography,-,core,device,-,cable,dy,machining,assembly,mark,metal,accuracy,propulsion,machine,device,surface,workholding,treatment,cut,-,assemble,list,-,water,accessory,-,rectify,programme,premise,rectify,dispose,pave,chemical,-,edge,install,-,fund,class,asset,beneficiary,-,party,void,-,articulate,market,advise,framework,-,settlement,market,-,party,settlement,insurer,consequence,-,sales,appraise,-,counter,account,underwrite,-,pressure,objective,leadership,payment,supervise,resolution,management,-,sample,variance,-,personnel,member,cost,idea,-,enforcement,equality,-,budget,designate,evaluation,pipe,job,traffic,colleague,manage,-,carers,promote,management,-,solution,development,evaluation,contract,cost,welfare,plant,idea,programme,craft,concern,wider,commissioning,-,account,engineering,-,equality,contribute,community,understanding,-,build,role,manage,customer,suggestion,customer,sector,business,manager,-,delivery,provision,-,solution,goodwill,lessen,-,mobile,address,-
8,cement,packaging,-,aperture,battery,-,water,implementing,introduce,-,onshore,gas,termination,device,shipyard,explosive,plant,shipyard,project,refer,-,pipe,finishing,gas,-,working,evacuation,-,drawing,production,connect,software,facility,manufacturing,drawing,flaw,-,approve,leader,haswa,track,telephone,-,voltage,conductor,registration,-,etc,connection,function,function,function,overhaul,etcs,-,resin,device,-,core,thermography,-,semiconductor,manufacturing,-,refitting,injection,fixture,cnc,mould,accuracy,joint,cut,assembly,fastener,finish,cut,mould,engineering,-,cut,removal,-,ppe,plant,-,disposal,occupation,substance,disposal,surround,machine,assurance,-,play,layer,-,matter,member,employer,object,-,mist,quotation,-,strategy,ascertain,depend,taxation,-,asset,strategy,-,premium,party,market,business,-,party,decline,-,currency,statement,contract,-,diagnosis,adhere,thinking,room,hygiene,handover,procurement,-,member,conform,-,idea,appear,film,financier,-,management,learn,-,expertise,employee,brief,distribution,role,supervision,contingency,devise,-,harm,carers,promote,-,workforce,management,document,development,tunnel,programme,review,capability,cost,member,learn,define,commission,-,role,manager,-,diversity,monitoring,maker,goal,-,encourage,sponsor,research,manage,recommend,industry,manage,vision,concern,-,compliance,weakness,-,sector,relations,enhance,-,speed,management,-
9,occur,prevent,-,curtain,film,-,building,pipework,refrigeration,-,plant,welding,drawing,shipyard,inside,atmosphere,scaffold,exchanger,management,explosive,-,welding,engineering,plant,-,occurrence,define,-,industry,analysis,digitiser,departure,subordinate,assurance,monitoring,calibration,-,element,riddor,testing,assist,track,-,electricity,escalation,conductor,-,replacement,function,remove,air,air,sensor,diagnosis,-,demonstrate,lock,-,lay,convention,-,device,thick,-,fastener,handover,jig,fixture,face,gas,bend,wire,weld,assembly,cut,wire,leave,surface,-,blade,enquiry,-,pump,sling,-,operative,plant,colleague,operative,operating,estimate,designate,-,concrete,describe,-,trust,content,content,govern,-,certification,confidentiality,-,objective,appetite,employ,explain,-,accounts,analyse,-,business,market,audit,renewal,-,export,pay,-,money,debt,insurer,-,controller,deploy,compliance,profit,colleague,colleague,transport,-,packaging,working,-,budget,rigging,insurance,delivery,-,incident,load,-,commissioning,job,atmosphere,fitting,highway,sub,development,construction,-,evidence,family,medication,-,management,dispute,tenderers,client,management,maker,circuit,research,configuration,industry,tender,cycle,property,-,encourage,discus,-,barrier,leisure,stakeholder,strategy,-,development,decision,welfare,understanding,member,demonstrate,opportunity,colleague,authorise,-,option,harm,-,network,relating,employee,-,occupation,escort,-
10,approve,transport,-,building,shape,-,version,management,condensate,-,steelwork,shipyard,reinstate,inside,tunnel,construction,asset,inside,input,installation,-,stainless,contamination,shipyard,-,create,aid,-,library,welding,installation,cad,decommission,customer,computer,inspection,-,rail,assist,riddor,swl,swl,-,inspection,insulator,insulator,-,outlet,air,isolation,lift,lift,lock,circuit,-,surface,replace,-,defect,scan,-,wire,inspection,-,precaution,machining,cnc,toolroom,accuracy,bend,fabrication,device,cut,mark,assembly,cnc,sand,workpiece,-,usage,rectify,-,rectify,signal,-,surround,extinguisher,dismantling,shut,status,road,audit,-,cast,instal,-,member,sfp,class,committee,-,extinguish,aim,-,think,tolerance,instrument,consumer,-,price,tax,-,market,authorise,settlement,feature,-,term,authorise,-,account,complaints,business,-,see,organise,feedback,reservation,cellar,evaluate,freight,-,learner,parameter,-,makeup,oversee,tax,contract,-,applies,berth,-,customer,role,commission,leakage,surface,leader,management,role,-,promote,adult,consent,-,labour,stage,evaluate,analysis,factor,factor,term,create,task,decision,development,lifecycle,decision,-,someone,disciplinary,-,water,evaluation,colleague,practitioner,-,productivity,evaluate,learn,law,feedback,opportunity,market,strategy,role,-,confidentiality,contractor,-,sales,administration,loans,-,programme,flow,-
11,demonstrate,salvage,-,learner,window,-,perform,client,client,-,shipyard,inside,fault,tunnel,pressure,repair,atmosphere,construction,plant,atmosphere,-,joining,mag,inside,-,difficulty,carrying,-,database,manufacturing,tablet,mail,evaluate,manufacture,assist,drawing,-,selfemployed,railway,fault,connection,testing,-,testing,competent,railway,-,legacy,precaution,fluid,fastener,fastener,switch,controller,-,precaution,installation,-,ply,relation,-,fault,circuitry,-,machine,mechanism,toolroom,jig,device,fabrication,roll,removal,precaution,precaution,distortion,grind,gas,wiring,-,obligation,cut,-,disposal,signalling,-,estimate,frame,pin,lift,relevance,tanker,measurement,-,excavate,fill,-,compensation,employer,trust,value,-,fault,replacement,-,clarification,strategy,recommendation,trust,-,payment,analysis,-,straightforward,term,amendment,placement,-,collection,repayment,-,finance,reconcile,straightforward,-,fluid,deployment,objective,kitchen,member,target,meat,-,job,account,-,music,sound,accounts,expenditure,-,duty,baggage,-,professionalism,surface,factor,commission,employer,water,option,network,-,individual,discrimination,agency,-,cost,opportunity,cost,dispute,sustainability,workforce,obligation,strategy,alteration,organise,breakdown,life,welfare,-,explain,experience,-,pool,staffing,vision,suite,-,production,improvement,list,industry,decision,behaviour,development,development,investigation,-,stakeholder,objective,-,address,relationship,shareholder,-,quantity,drive,-
12,accident,stock,-,remove,accord,-,circulation,soundness,establishment,-,inside,inert,onshore,explosive,plant,confine,construction,tunnel,value,confine,-,appreciation,mig,construction,-,fire,assistance,-,package,weld,mouse,modification,arising,decommission,sales,reference,-,disease,rule,isolation,leader,leader,-,appliance,enhancement,jumper,-,consumer,fastener,precaution,pressure,pressure,instal,fluid,-,production,assembly,-,laminate,lamination,-,voltage,print,-,prototype,defect,cut,thread,woodworking,wire,join,dismantling,device,welding,bsen,accuracy,moulding,workholding,-,laminate,accident,-,quantity,programme,-,height,rectify,customer,accessory,express,traffic,consumables,-,describe,perimeter,-,act,sip,deed,document,-,install,survey,-,tax,depend,demonstrate,money,-,role,relating,-,term,loss,towards,party,-,recovery,offer,-,explain,organisational,quotation,-,dismantle,culture,deployment,dish,learn,task,purchasing,-,adjustment,output,-,project,legacy,project,project,-,facilitate,incident,-,setback,asset,industry,isolate,mm,industry,manage,customer,-,outcome,development,independence,-,commission,cost,programme,procurement,feedback,customer,estimate,experience,autonomy,workforce,management,benefit,feedback,-,constraint,council,-,venue,evaluate,manage,value,-,engage,personnel,threat,relating,processing,objective,industry,aspect,availability,-,accounts,loss,-,objective,law,enterprise,-,rectify,user,-
